"Data (mm-dd)","Distrito","Óbitos"
"Abr-19","Ilha de São Jorge","0"
"Abr-20","Ilha de São Jorge","0"
"Abr-21","Ilha de São Jorge","2"
"Abr-22","Ilha de São Jorge","0"
"Abr-23","Ilha de São Jorge","1"
"Abr-24","Ilha de São Jorge","0"
"Abr-25","Ilha de São Jorge","0"
"Abr-26","Ilha de São Jorge","0"
"Abr-27","Ilha de São Jorge","0"
"Abr-28","Ilha de São Jorge","0"
"Abr-29","Ilha de São Jorge","0"
"Abr-30","Ilha de São Jorge","0"
"Mai-01","Ilha de São Jorge","0"
"Mai-02","Ilha de São Jorge","0"
"Mai-03","Ilha de São Jorge","0"
"Mai-04","Ilha de São Jorge","0"
"Mai-05","Ilha de São Jorge","1"
"Mai-06","Ilha de São Jorge","0"
"Mai-07","Ilha de São Jorge","0"
"Mai-08","Ilha de São Jorge","1"
"Mai-09","Ilha de São Jorge","1"
"Mai-10","Ilha de São Jorge","2"
"Mai-11","Ilha de São Jorge","0"
"Mai-12","Ilha de São Jorge","0"
"Mai-13","Ilha de São Jorge","0"
"Mai-14","Ilha de São Jorge","0"
"Mai-15","Ilha de São Jorge","0"
"Mai-16","Ilha de São Jorge","0"
"Mai-17","Ilha de São Jorge","2"
"Mai-18","Ilha de São Jorge","1"
"Mai-19","Ilha de São Jorge","0"
"Mai-20","Ilha de São Jorge","0"
"Mai-21","Ilha de São Jorge","1"
"Mai-22","Ilha de São Jorge","0"
"Mai-23","Ilha de São Jorge","0"
"Jan-01","Ilha de São Miguel","4"
"Jan-02","Ilha de São Miguel","1"
"Jan-03","Ilha de São Miguel","1"
"Jan-04","Ilha de São Miguel","3"
"Jan-05","Ilha de São Miguel","3"
"Jan-06","Ilha de São Miguel","3"
"Jan-07","Ilha de São Miguel","0"
"Jan-08","Ilha de São Miguel","4"
"Jan-09","Ilha de São Miguel","4"
"Jan-10","Ilha de São Miguel","2"
"Jan-11","Ilha de São Miguel","4"
"Jan-12","Ilha de São Miguel","4"
"Jan-13","Ilha de São Miguel","2"
"Jan-14","Ilha de São Miguel","5"
"Jan-15","Ilha de São Miguel","4"
"Jan-16","Ilha de São Miguel","1"
"Jan-17","Ilha de São Miguel","6"
"Jan-18","Ilha de São Miguel","2"
"Jan-19","Ilha de São Miguel","3"
"Jan-20","Ilha de São Miguel","4"
"Jan-21","Ilha de São Miguel","2"
"Jan-22","Ilha de São Miguel","5"
"Jan-23","Ilha de São Miguel","2"
"Jan-24","Ilha de São Miguel","1"
"Jan-25","Ilha de São Miguel","4"
"Jan-26","Ilha de São Miguel","2"
"Jan-27","Ilha de São Miguel","5"
"Jan-28","Ilha de São Miguel","5"
"Jan-29","Ilha de São Miguel","6"
"Jan-30","Ilha de São Miguel","1"
"Jan-31","Ilha de São Miguel","5"
"Fev-01","Ilha de São Miguel","5"
"Fev-02","Ilha de São Miguel","6"
"Fev-03","Ilha de São Miguel","4"
"Fev-04","Ilha de São Miguel","3"
"Fev-05","Ilha de São Miguel","2"
"Fev-06","Ilha de São Miguel","2"
"Fev-07","Ilha de São Miguel","4"
"Fev-08","Ilha de São Miguel","8"
"Fev-09","Ilha de São Miguel","3"
"Fev-10","Ilha de São Miguel","1"
"Fev-11","Ilha de São Miguel","1"
"Fev-12","Ilha de São Miguel","3"
"Fev-13","Ilha de São Miguel","6"
"Fev-14","Ilha de São Miguel","3"
"Fev-15","Ilha de São Miguel","5"
"Fev-16","Ilha de São Miguel","1"
"Fev-17","Ilha de São Miguel","3"
"Fev-18","Ilha de São Miguel","5"
"Fev-19","Ilha de São Miguel","2"
"Fev-20","Ilha de São Miguel","3"
"Fev-21","Ilha de São Miguel","6"
"Fev-22","Ilha de São Miguel","5"
"Fev-23","Ilha de São Miguel","1"
"Fev-24","Ilha de São Miguel","2"
"Fev-25","Ilha de São Miguel","1"
"Fev-26","Ilha de São Miguel","3"
"Fev-27","Ilha de São Miguel","2"
"Fev-28","Ilha de São Miguel","1"
"Fev-29","Ilha de São Miguel","2"
"Mar-01","Ilha de São Miguel","4"
"Mar-02","Ilha de São Miguel","2"
"Mar-03","Ilha de São Miguel","2"
"Mar-04","Ilha de São Miguel","2"
"Mar-05","Ilha de São Miguel","10"
"Mar-06","Ilha de São Miguel","2"
"Mar-07","Ilha de São Miguel","2"
"Mar-08","Ilha de São Miguel","7"
"Mar-09","Ilha de São Miguel","3"
"Mar-10","Ilha de São Miguel","6"
"Mar-11","Ilha de São Miguel","4"
"Mar-12","Ilha de São Miguel","0"
"Mar-13","Ilha de São Miguel","5"
"Mar-14","Ilha de São Miguel","6"
"Mar-15","Ilha de São Miguel","2"
"Mar-16","Ilha de São Miguel","5"
"Mar-17","Ilha de São Miguel","1"
"Mar-18","Ilha de São Miguel","2"
"Mar-19","Ilha de São Miguel","2"
"Mar-20","Ilha de São Miguel","6"
"Mar-21","Ilha de São Miguel","3"
"Mar-22","Ilha de São Miguel","8"
"Mar-23","Ilha de São Miguel","5"
"Mar-24","Ilha de São Miguel","1"
"Mar-25","Ilha de São Miguel","3"
"Mar-26","Ilha de São Miguel","3"
"Mar-27","Ilha de São Miguel","5"
"Mar-28","Ilha de São Miguel","5"
"Mar-29","Ilha de São Miguel","4"
"Mar-30","Ilha de São Miguel","5"
"Mar-31","Ilha de São Miguel","2"
"Abr-01","Ilha de São Miguel","5"
"Abr-02","Ilha de São Miguel","4"
"Abr-03","Ilha de São Miguel","2"
"Abr-04","Ilha de São Miguel","3"
"Abr-05","Ilha de São Miguel","5"
"Abr-06","Ilha de São Miguel","5"
"Abr-07","Ilha de São Miguel","5"
"Abr-08","Ilha de São Miguel","6"
"Abr-09","Ilha de São Miguel","5"
"Abr-10","Ilha de São Miguel","8"
"Abr-11","Ilha de São Miguel","5"
"Abr-12","Ilha de São Miguel","4"
"Abr-13","Ilha de São Miguel","0"
"Abr-14","Ilha de São Miguel","3"
"Abr-15","Ilha de São Miguel","4"
"Abr-16","Ilha de São Miguel","3"
"Abr-17","Ilha de São Miguel","5"
"Abr-18","Ilha de São Miguel","2"
"Abr-19","Ilha de São Miguel","5"
"Abr-20","Ilha de São Miguel","1"
"Abr-21","Ilha de São Miguel","5"
"Abr-22","Ilha de São Miguel","8"
"Abr-23","Ilha de São Miguel","5"
"Abr-24","Ilha de São Miguel","6"
"Abr-25","Ilha de São Miguel","4"
"Abr-26","Ilha de São Miguel","4"
"Abr-27","Ilha de São Miguel","2"
"Abr-28","Ilha de São Miguel","5"
"Abr-29","Ilha de São Miguel","2"
"Abr-30","Ilha de São Miguel","5"
"Mai-01","Ilha de São Miguel","4"
"Mai-02","Ilha de São Miguel","4"
"Mai-03","Ilha de São Miguel","1"
"Mai-04","Ilha de São Miguel","3"
"Mai-05","Ilha de São Miguel","6"
"Mai-06","Ilha de São Miguel","1"
"Mai-07","Ilha de São Miguel","3"
"Mai-08","Ilha de São Miguel","5"
"Mai-09","Ilha de São Miguel","3"
"Mai-10","Ilha de São Miguel","3"
"Mai-11","Ilha de São Miguel","5"
"Mai-12","Ilha de São Miguel","1"
"Mai-13","Ilha de São Miguel","4"
"Mai-14","Ilha de São Miguel","4"
"Mai-15","Ilha de São Miguel","4"
"Mai-16","Ilha de São Miguel","3"
"Mai-17","Ilha de São Miguel","8"
"Mai-18","Ilha de São Miguel","3"
"Mai-19","Ilha de São Miguel","4"
"Mai-20","Ilha de São Miguel","1"
"Mai-21","Ilha de São Miguel","4"
"Mai-22","Ilha de São Miguel","3"
"Mai-23","Ilha de São Miguel","1"
"Jan-01","Ilha do Corvo","0"
"Jan-02","Ilha do Corvo","0"
"Jan-03","Ilha do Corvo","0"
"Jan-04","Ilha do Corvo","0"
"Jan-05","Ilha do Corvo","0"
"Jan-06","Ilha do Corvo","0"
"Jan-07","Ilha do Corvo","0"
"Jan-08","Ilha do Corvo","0"
"Jan-09","Ilha do Corvo","0"
"Jan-10","Ilha do Corvo","0"
"Jan-11","Ilha do Corvo","1"
"Jan-12","Ilha do Corvo","0"
"Jan-13","Ilha do Corvo","0"
"Jan-14","Ilha do Corvo","0"
"Jan-15","Ilha do Corvo","0"
"Jan-16","Ilha do Corvo","0"
"Jan-17","Ilha do Corvo","0"
"Jan-18","Ilha do Corvo","0"
"Jan-19","Ilha do Corvo","0"
"Jan-20","Ilha do Corvo","0"
"Jan-21","Ilha do Corvo","0"
"Jan-22","Ilha do Corvo","0"
"Jan-23","Ilha do Corvo","0"
"Jan-24","Ilha do Corvo","0"
"Jan-25","Ilha do Corvo","0"
"Jan-26","Ilha do Corvo","0"
"Jan-27","Ilha do Corvo","0"
"Jan-28","Ilha do Corvo","0"
"Jan-29","Ilha do Corvo","0"
"Jan-30","Ilha do Corvo","0"
"Jan-31","Ilha do Corvo","0"
"Fev-01","Ilha do Corvo","0"
"Fev-02","Ilha do Corvo","0"
"Fev-03","Ilha do Corvo","0"
"Fev-04","Ilha do Corvo","0"
"Fev-05","Ilha do Corvo","0"
"Fev-06","Ilha do Corvo","0"
"Fev-07","Ilha do Corvo","0"
"Fev-08","Ilha do Corvo","0"
"Fev-09","Ilha do Corvo","0"
"Fev-10","Ilha do Corvo","0"
"Fev-11","Ilha do Corvo","0"
"Fev-12","Ilha do Corvo","0"
"Fev-13","Ilha do Corvo","0"
"Fev-14","Ilha do Corvo","0"
"Fev-15","Ilha do Corvo","0"
"Fev-16","Ilha do Corvo","0"
"Fev-17","Ilha do Corvo","0"
"Fev-18","Ilha do Corvo","0"
"Fev-19","Ilha do Corvo","0"
"Fev-20","Ilha do Corvo","0"
"Fev-21","Ilha do Corvo","0"
"Fev-22","Ilha do Corvo","0"
"Fev-23","Ilha do Corvo","0"
"Fev-24","Ilha do Corvo","0"
"Fev-25","Ilha do Corvo","0"
"Fev-26","Ilha do Corvo","0"
"Fev-27","Ilha do Corvo","0"
"Fev-28","Ilha do Corvo","0"
"Fev-29","Ilha do Corvo","0"
"Mar-01","Ilha do Corvo","0"
"Mar-02","Ilha do Corvo","0"
"Mar-03","Ilha do Corvo","0"
"Mar-04","Ilha do Corvo","0"
"Mar-05","Ilha do Corvo","0"
"Mar-06","Ilha do Corvo","0"
"Mar-07","Ilha do Corvo","0"
"Mar-08","Ilha do Corvo","0"
"Mar-09","Ilha do Corvo","0"
"Mar-10","Ilha do Corvo","0"
"Mar-11","Ilha do Corvo","0"
"Mar-12","Ilha do Corvo","1"
"Mar-13","Ilha do Corvo","0"
"Mar-14","Ilha do Corvo","0"
"Mar-15","Ilha do Corvo","0"
"Mar-16","Ilha do Corvo","0"
"Mar-17","Ilha do Corvo","0"
"Mar-18","Ilha do Corvo","0"
"Mar-19","Ilha do Corvo","0"
"Mar-20","Ilha do Corvo","0"
"Mar-21","Ilha do Corvo","0"
"Mar-22","Ilha do Corvo","0"
"Mar-23","Ilha do Corvo","0"
"Mar-24","Ilha do Corvo","0"
"Mar-25","Ilha do Corvo","0"
"Mar-26","Ilha do Corvo","0"
"Mar-27","Ilha do Corvo","0"
"Mar-28","Ilha do Corvo","0"
"Mar-29","Ilha do Corvo","0"
"Mar-30","Ilha do Corvo","0"
"Mar-31","Ilha do Corvo","0"
"Abr-01","Ilha do Corvo","1"
"Abr-02","Ilha do Corvo","0"
"Abr-03","Ilha do Corvo","0"
"Abr-04","Ilha do Corvo","0"
"Abr-05","Ilha do Corvo","0"
"Abr-06","Ilha do Corvo","0"
"Abr-07","Ilha do Corvo","0"
"Abr-08","Ilha do Corvo","0"
"Abr-09","Ilha do Corvo","0"
"Abr-10","Ilha do Corvo","0"
"Abr-11","Ilha do Corvo","0"
"Abr-12","Ilha do Corvo","0"
"Abr-13","Ilha do Corvo","0"
"Abr-14","Ilha do Corvo","0"
"Abr-15","Ilha do Corvo","0"
"Abr-16","Ilha do Corvo","0"
"Abr-17","Ilha do Corvo","0"
"Abr-18","Ilha do Corvo","0"
"Abr-19","Ilha do Corvo","0"
"Abr-20","Ilha do Corvo","0"
"Abr-21","Ilha do Corvo","0"
"Abr-22","Ilha do Corvo","0"
"Abr-23","Ilha do Corvo","0"
"Abr-24","Ilha do Corvo","0"
"Abr-25","Ilha do Corvo","0"
"Abr-26","Ilha do Corvo","0"
"Abr-27","Ilha do Corvo","0"
"Abr-28","Ilha do Corvo","0"
"Abr-29","Ilha do Corvo","0"
"Abr-30","Ilha do Corvo","0"
"Mai-01","Ilha do Corvo","0"
"Mai-02","Ilha do Corvo","0"
"Mai-03","Ilha do Corvo","0"
"Mai-04","Ilha do Corvo","0"
"Mai-05","Ilha do Corvo","0"
"Mai-06","Ilha do Corvo","0"
"Mai-07","Ilha do Corvo","0"
"Mai-08","Ilha do Corvo","0"
"Mai-09","Ilha do Corvo","0"
"Mai-10","Ilha do Corvo","0"
"Mai-11","Ilha do Corvo","0"
"Mai-12","Ilha do Corvo","0"
"Mai-13","Ilha do Corvo","0"
"Mai-14","Ilha do Corvo","0"
"Mai-15","Ilha do Corvo","0"
"Mai-16","Ilha do Corvo","0"
"Mai-17","Ilha do Corvo","0"
"Mai-18","Ilha do Corvo","0"
"Mai-19","Ilha do Corvo","0"
"Mai-20","Ilha do Corvo","0"
"Mai-21","Ilha do Corvo","0"
"Mai-22","Ilha do Corvo","0"
"Mai-23","Ilha do Corvo","0"
"Jan-01","Ilha do Faial","0"
"Jan-02","Ilha do Faial","0"
"Jan-03","Ilha do Faial","0"
"Jan-04","Ilha do Faial","1"
"Jan-05","Ilha do Faial","0"
"Jan-06","Ilha do Faial","0"
"Jan-07","Ilha do Faial","2"
"Jan-08","Ilha do Faial","0"
"Jan-09","Ilha do Faial","0"
"Jan-10","Ilha do Faial","0"
"Jan-11","Ilha do Faial","0"
"Jan-12","Ilha do Faial","0"
"Jan-13","Ilha do Faial","2"
"Jan-14","Ilha do Faial","0"
"Jan-15","Ilha do Faial","2"
"Jan-16","Ilha do Faial","0"
"Jan-17","Ilha do Faial","1"
"Jan-18","Ilha do Faial","1"
"Jan-19","Ilha do Faial","0"
"Jan-20","Ilha do Faial","0"
"Jan-21","Ilha do Faial","0"
"Jan-22","Ilha do Faial","0"
"Jan-23","Ilha do Faial","0"
"Jan-24","Ilha do Faial","0"
"Jan-25","Ilha do Faial","0"
"Jan-26","Ilha do Faial","0"
"Jan-27","Ilha do Faial","1"
"Jan-28","Ilha do Faial","0"
"Jan-29","Ilha do Faial","0"
"Jan-30","Ilha do Faial","1"
"Jan-31","Ilha do Faial","2"
"Fev-01","Ilha do Faial","1"
"Fev-02","Ilha do Faial","0"
"Fev-03","Ilha do Faial","2"
"Fev-04","Ilha do Faial","0"
"Fev-05","Ilha do Faial","1"
"Fev-06","Ilha do Faial","0"
"Fev-07","Ilha do Faial","0"
"Fev-08","Ilha do Faial","0"
"Fev-09","Ilha do Faial","1"
"Fev-10","Ilha do Faial","1"
"Fev-11","Ilha do Faial","0"
"Fev-12","Ilha do Faial","0"
"Fev-13","Ilha do Faial","0"
"Fev-14","Ilha do Faial","2"
"Fev-15","Ilha do Faial","0"
"Fev-16","Ilha do Faial","0"
"Fev-17","Ilha do Faial","0"
"Fev-18","Ilha do Faial","0"
"Fev-19","Ilha do Faial","0"
"Fev-20","Ilha do Faial","1"
"Fev-21","Ilha do Faial","1"
"Fev-22","Ilha do Faial","0"
"Fev-23","Ilha do Faial","0"
"Fev-24","Ilha do Faial","0"
"Fev-25","Ilha do Faial","0"
"Fev-26","Ilha do Faial","2"
"Fev-27","Ilha do Faial","0"
"Fev-28","Ilha do Faial","1"
"Fev-29","Ilha do Faial","0"
"Mar-01","Ilha do Faial","0"
"Mar-02","Ilha do Faial","0"
"Mar-03","Ilha do Faial","0"
"Mar-04","Ilha do Faial","0"
"Mar-05","Ilha do Faial","1"
"Mar-06","Ilha do Faial","0"
"Mar-07","Ilha do Faial","0"
"Mar-08","Ilha do Faial","0"
"Mar-09","Ilha do Faial","0"
"Mar-10","Ilha do Faial","0"
"Mar-11","Ilha do Faial","0"
"Mar-12","Ilha do Faial","1"
"Mar-13","Ilha do Faial","1"
"Mar-14","Ilha do Faial","0"
"Mar-15","Ilha do Faial","0"
"Mar-16","Ilha do Faial","0"
"Mar-17","Ilha do Faial","1"
"Mar-18","Ilha do Faial","1"
"Mar-19","Ilha do Faial","0"
"Mar-20","Ilha do Faial","0"
"Mar-21","Ilha do Faial","0"
"Mar-22","Ilha do Faial","0"
"Mar-23","Ilha do Faial","0"
"Mar-24","Ilha do Faial","1"
"Mar-25","Ilha do Faial","0"
"Mar-26","Ilha do Faial","0"
"Mar-27","Ilha do Faial","1"
"Mar-28","Ilha do Faial","0"
"Mar-29","Ilha do Faial","0"
"Mar-30","Ilha do Faial","0"
"Mar-31","Ilha do Faial","0"
"Abr-01","Ilha do Faial","1"
"Abr-02","Ilha do Faial","0"
"Abr-03","Ilha do Faial","0"
"Abr-04","Ilha do Faial","0"
"Abr-05","Ilha do Faial","0"
"Abr-06","Ilha do Faial","0"
"Abr-07","Ilha do Faial","2"
"Abr-08","Ilha do Faial","1"
"Abr-09","Ilha do Faial","0"
"Abr-10","Ilha do Faial","1"
"Abr-11","Ilha do Faial","1"
"Abr-12","Ilha do Faial","0"
"Abr-13","Ilha do Faial","0"
"Abr-14","Ilha do Faial","0"
"Abr-15","Ilha do Faial","0"
"Abr-16","Ilha do Faial","0"
"Abr-17","Ilha do Faial","0"
"Abr-18","Ilha do Faial","0"
"Abr-19","Ilha do Faial","1"
"Abr-20","Ilha do Faial","1"
"Abr-21","Ilha do Faial","1"
"Abr-22","Ilha do Faial","0"
"Abr-23","Ilha do Faial","0"
"Abr-24","Ilha do Faial","0"
"Abr-25","Ilha do Faial","1"
"Abr-26","Ilha do Faial","0"
"Abr-27","Ilha do Faial","0"
"Abr-28","Ilha do Faial","0"
"Abr-29","Ilha do Faial","1"
"Abr-30","Ilha do Faial","0"
"Mai-01","Ilha do Faial","0"
"Mai-02","Ilha do Faial","0"
"Mai-03","Ilha do Faial","0"
"Mai-04","Ilha do Faial","1"
"Mai-05","Ilha do Faial","0"
"Mai-06","Ilha do Faial","1"
"Mai-07","Ilha do Faial","2"
"Mai-08","Ilha do Faial","0"
"Mai-09","Ilha do Faial","0"
"Mai-10","Ilha do Faial","1"
"Mai-11","Ilha do Faial","0"
"Mai-12","Ilha do Faial","0"
"Mai-13","Ilha do Faial","0"
"Mai-14","Ilha do Faial","0"
"Mai-15","Ilha do Faial","0"
"Mai-16","Ilha do Faial","0"
"Mai-17","Ilha do Faial","0"
"Mai-18","Ilha do Faial","1"
"Mai-19","Ilha do Faial","0"
"Mai-20","Ilha do Faial","0"
"Mai-21","Ilha do Faial","0"
"Mai-22","Ilha do Faial","1"
"Mai-23","Ilha do Faial","0"
"Jan-01","Ilha do Pico","1"
"Jan-02","Ilha do Pico","0"
"Jan-03","Ilha do Pico","1"
"Jan-04","Ilha do Pico","2"
"Jan-05","Ilha do Pico","0"
"Jan-06","Ilha do Pico","0"
"Jan-07","Ilha do Pico","1"
"Jan-08","Ilha do Pico","0"
"Jan-09","Ilha do Pico","0"
"Jan-10","Ilha do Pico","0"
"Jan-11","Ilha do Pico","0"
"Jan-12","Ilha do Pico","0"
"Jan-13","Ilha do Pico","0"
"Jan-14","Ilha do Pico","0"
"Jan-15","Ilha do Pico","1"
"Jan-16","Ilha do Pico","1"
"Jan-17","Ilha do Pico","1"
"Jan-18","Ilha do Pico","1"
"Jan-19","Ilha do Pico","1"
"Jan-20","Ilha do Pico","1"
"Jan-21","Ilha do Pico","0"
"Jan-22","Ilha do Pico","0"
"Jan-23","Ilha do Pico","0"
"Jan-24","Ilha do Pico","1"
"Jan-25","Ilha do Pico","0"
"Jan-26","Ilha do Pico","0"
"Jan-27","Ilha do Pico","2"
"Jan-28","Ilha do Pico","2"
"Jan-29","Ilha do Pico","0"
"Jan-30","Ilha do Pico","0"
"Jan-31","Ilha do Pico","1"
"Fev-01","Ilha do Pico","2"
"Fev-02","Ilha do Pico","0"
"Fev-03","Ilha do Pico","0"
"Fev-04","Ilha do Pico","0"
"Fev-05","Ilha do Pico","0"
"Fev-06","Ilha do Pico","1"
"Fev-07","Ilha do Pico","0"
"Fev-08","Ilha do Pico","1"
"Fev-09","Ilha do Pico","0"
"Fev-10","Ilha do Pico","1"
"Fev-11","Ilha do Pico","0"
"Fev-12","Ilha do Pico","1"
"Fev-13","Ilha do Pico","0"
"Fev-14","Ilha do Pico","3"
"Fev-15","Ilha do Pico","1"
"Fev-16","Ilha do Pico","1"
"Fev-17","Ilha do Pico","0"
"Fev-18","Ilha do Pico","0"
"Fev-19","Ilha do Pico","1"
"Fev-20","Ilha do Pico","0"
"Fev-21","Ilha do Pico","0"
"Fev-22","Ilha do Pico","0"
"Fev-23","Ilha do Pico","1"
"Fev-24","Ilha do Pico","1"
"Fev-25","Ilha do Pico","2"
"Fev-26","Ilha do Pico","0"
"Fev-27","Ilha do Pico","0"
"Fev-28","Ilha do Pico","1"
"Fev-29","Ilha do Pico","2"
"Mar-01","Ilha do Pico","0"
"Mar-02","Ilha do Pico","0"
"Mar-03","Ilha do Pico","0"
"Mar-04","Ilha do Pico","0"
"Mar-05","Ilha do Pico","0"
"Mar-06","Ilha do Pico","1"
"Mar-07","Ilha do Pico","1"
"Mar-08","Ilha do Pico","0"
"Mar-09","Ilha do Pico","0"
"Mar-10","Ilha do Pico","1"
"Mar-11","Ilha do Pico","0"
"Mar-12","Ilha do Pico","1"
"Mar-13","Ilha do Pico","1"
"Mar-14","Ilha do Pico","0"
"Mar-15","Ilha do Pico","0"
"Mar-16","Ilha do Pico","2"
"Mar-17","Ilha do Pico","0"
"Mar-18","Ilha do Pico","0"
"Mar-19","Ilha do Pico","1"
"Mar-20","Ilha do Pico","1"
"Mar-21","Ilha do Pico","2"
"Mar-22","Ilha do Pico","0"
"Mar-23","Ilha do Pico","1"
"Mar-24","Ilha do Pico","0"
"Mar-25","Ilha do Pico","0"
"Mar-26","Ilha do Pico","0"
"Mar-27","Ilha do Pico","1"
"Mar-28","Ilha do Pico","1"
"Mar-29","Ilha do Pico","0"
"Mar-30","Ilha do Pico","1"
"Mar-31","Ilha do Pico","0"
"Abr-01","Ilha do Pico","1"
"Abr-02","Ilha do Pico","0"
"Abr-03","Ilha do Pico","0"
"Abr-04","Ilha do Pico","0"
"Abr-05","Ilha do Pico","1"
"Abr-06","Ilha do Pico","1"
"Abr-07","Ilha do Pico","0"
"Abr-08","Ilha do Pico","1"
"Abr-09","Ilha do Pico","0"
"Abr-10","Ilha do Pico","1"
"Abr-11","Ilha do Pico","1"
"Abr-12","Ilha do Pico","0"
"Abr-13","Ilha do Pico","1"
"Abr-14","Ilha do Pico","0"
"Abr-15","Ilha do Pico","2"
"Abr-16","Ilha do Pico","0"
"Abr-17","Ilha do Pico","0"
"Abr-18","Ilha do Pico","0"
"Abr-19","Ilha do Pico","0"
"Abr-20","Ilha do Pico","1"
"Abr-21","Ilha do Pico","1"
"Abr-22","Ilha do Pico","0"
"Abr-23","Ilha do Pico","0"
"Abr-24","Ilha do Pico","1"
"Abr-25","Ilha do Pico","1"
"Abr-26","Ilha do Pico","0"
"Abr-27","Ilha do Pico","1"
"Abr-28","Ilha do Pico","1"
"Abr-29","Ilha do Pico","1"
"Abr-30","Ilha do Pico","0"
"Mai-01","Ilha do Pico","0"
"Mai-02","Ilha do Pico","0"
"Mai-03","Ilha do Pico","0"
"Mai-04","Ilha do Pico","1"
"Mai-05","Ilha do Pico","1"
"Mai-06","Ilha do Pico","0"
"Mai-07","Ilha do Pico","0"
"Mai-08","Ilha do Pico","1"
"Mai-09","Ilha do Pico","0"
"Mai-10","Ilha do Pico","2"
"Mai-11","Ilha do Pico","0"
"Mai-12","Ilha do Pico","0"
"Mai-13","Ilha do Pico","1"
"Mai-14","Ilha do Pico","2"
"Mai-15","Ilha do Pico","0"
"Mai-16","Ilha do Pico","0"
"Mai-17","Ilha do Pico","0"
"Mai-18","Ilha do Pico","0"
"Mai-19","Ilha do Pico","0"
"Mai-20","Ilha do Pico","0"
"Mai-21","Ilha do Pico","1"
"Mai-22","Ilha do Pico","1"
"Mai-23","Ilha do Pico","0"
"Jan-01","Ilha Terceira","2"
"Jan-02","Ilha Terceira","2"
"Jan-03","Ilha Terceira","2"
"Jan-04","Ilha Terceira","1"
"Jan-05","Ilha Terceira","2"
"Jan-06","Ilha Terceira","1"
"Jan-07","Ilha Terceira","2"
"Jan-08","Ilha Terceira","2"
"Jan-09","Ilha Terceira","3"
"Jan-10","Ilha Terceira","3"
"Jan-11","Ilha Terceira","1"
"Jan-12","Ilha Terceira","1"
"Jan-13","Ilha Terceira","1"
"Jan-14","Ilha Terceira","1"
"Jan-15","Ilha Terceira","1"
"Jan-16","Ilha Terceira","1"
"Jan-17","Ilha Terceira","0"
"Jan-18","Ilha Terceira","0"
"Jan-19","Ilha Terceira","1"
"Jan-20","Ilha Terceira","3"
"Jan-21","Ilha Terceira","1"
"Jan-22","Ilha Terceira","4"
"Jan-23","Ilha Terceira","3"
"Jan-24","Ilha Terceira","2"
"Jan-25","Ilha Terceira","0"
"Jan-26","Ilha Terceira","2"
"Jan-27","Ilha Terceira","4"
"Jan-28","Ilha Terceira","2"
"Jan-29","Ilha Terceira","2"
"Jan-30","Ilha Terceira","2"
"Jan-31","Ilha Terceira","2"
"Fev-01","Ilha Terceira","1"
"Fev-02","Ilha Terceira","2"
"Fev-03","Ilha Terceira","3"
"Fev-04","Ilha Terceira","2"
"Fev-05","Ilha Terceira","2"
"Fev-06","Ilha Terceira","1"
"Fev-07","Ilha Terceira","3"
"Fev-08","Ilha Terceira","2"
"Fev-09","Ilha Terceira","2"
"Fev-10","Ilha Terceira","1"
"Fev-11","Ilha Terceira","4"
"Fev-12","Ilha Terceira","1"
"Fev-13","Ilha Terceira","1"
"Fev-14","Ilha Terceira","3"
"Fev-15","Ilha Terceira","0"
"Fev-16","Ilha Terceira","3"
"Fev-17","Ilha Terceira","1"
"Fev-18","Ilha Terceira","0"
"Fev-19","Ilha Terceira","2"
"Fev-20","Ilha Terceira","3"
"Fev-21","Ilha Terceira","2"
"Fev-22","Ilha Terceira","4"
"Fev-23","Ilha Terceira","2"
"Fev-24","Ilha Terceira","2"
"Fev-25","Ilha Terceira","1"
"Fev-26","Ilha Terceira","2"
"Fev-27","Ilha Terceira","1"
"Fev-28","Ilha Terceira","1"
"Fev-29","Ilha Terceira","2"
"Mar-01","Ilha Terceira","2"
"Mar-02","Ilha Terceira","1"
"Mar-03","Ilha Terceira","2"
"Mar-04","Ilha Terceira","0"
"Mar-05","Ilha Terceira","2"
"Mar-06","Ilha Terceira","0"
"Mar-07","Ilha Terceira","1"
"Mar-08","Ilha Terceira","3"
"Mar-09","Ilha Terceira","1"
"Mar-10","Ilha Terceira","0"
"Mar-11","Ilha Terceira","2"
"Mar-12","Ilha Terceira","0"
"Mar-13","Ilha Terceira","2"
"Mar-14","Ilha Terceira","2"
"Mar-15","Ilha Terceira","1"
"Mar-16","Ilha Terceira","3"
"Mar-17","Ilha Terceira","2"
"Mar-18","Ilha Terceira","1"
"Mar-19","Ilha Terceira","1"
"Mar-20","Ilha Terceira","3"
"Mar-21","Ilha Terceira","0"
"Mar-22","Ilha Terceira","2"
"Mar-23","Ilha Terceira","2"
"Mar-24","Ilha Terceira","2"
"Mar-25","Ilha Terceira","6"
"Mar-26","Ilha Terceira","2"
"Mar-27","Ilha Terceira","1"
"Mar-28","Ilha Terceira","1"
"Mar-29","Ilha Terceira","4"
"Mar-30","Ilha Terceira","7"
"Mar-31","Ilha Terceira","3"
"Abr-01","Ilha Terceira","4"
"Abr-02","Ilha Terceira","0"
"Abr-03","Ilha Terceira","1"
"Abr-04","Ilha Terceira","1"
"Abr-05","Ilha Terceira","3"
"Abr-06","Ilha Terceira","3"
"Abr-07","Ilha Terceira","1"
